No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
30781,2016,9,3,12,12,24,3,22,100,47,28.8,998.4,15.3,0,SSE,2.2,Changping
30782,2016,9,3,13,14,21,2,22,100,59,29.4,998.1,15.9,0,ESE,2.1,Changping
30783,2016,9,3,14,5,14,2,18,100,77,29.6,997.6,15.3,0,SSE,1.9,Changping
30784,2016,9,3,15,10,17,2,15,100,97,30.5,997.1,15.4,0,SE,1.9,Changping
30785,2016,9,3,16,10,24,2,16,100,113,31,996.8,15,0,SSE,1.9,Changping
30786,2016,9,3,17,12,33,2,22,200,147,30.4,996.8,15.7,0,S,2.5,Changping
30787,2016,9,3,18,24,76,2,35,300,182,28.8,997.3,16,0,SSW,2.7,Changping
30788,2016,9,3,19,25,65,2,34,300,152,27.7,997.7,16,0,S,2.2,Changping
30789,2016,9,3,20,37,73,2,41,300,129,27.4,998.5,16.1,0,SSE,1.8,Changping
30790,2016,9,3,21,35,91,2,45,400,104,24.4,999,16.6,0,N,1.4,Changping
30791,2016,9,3,22,38,78,2,49,400,79,24,999.4,16.8,0,N,1.5,Changping
30792,2016,9,3,23,34,70,2,41,400,78,23.8,999.7,16.8,0,ENE,1.2,Changping
30793,2016,9,4,0,27,60,2,39,300,71,23.2,999.8,16.7,0,NW,0.9,Changping
30794,2016,9,4,1,28,63,2,31,1100,56,23,1000.1,17,0,NNW,0.9,Changping
30795,2016,9,4,2,39,86,20,29,100,27,21.9,1000.5,17.3,0,NW,1.4,Changping
30796,2016,9,4,3,60,101,2,23,700,30,22.4,1000.8,17.3,0,ENE,2.1,Changping
30797,2016,9,4,4,58,70,2,23,600,32,22,1000.9,17.8,0,NNE,1.3,Changping
30798,2016,9,4,5,60,65,2,30,800,37,22.3,1001.1,18.3,0,N,1.3,Changping
30799,2016,9,4,6,66,72,2,33,1200,39,21.7,1001.3,17.7,0,NNW,1.2,Changping
30800,2016,9,4,7,75,80,2,53,1200,24,21.7,1001.7,18.1,0,N,1.1,Changping
30801,2016,9,4,8,74,91,2,75,1100,10,22.8,1001.7,18.3,0,N,0.5,Changping
30802,2016,9,4,9,101,111,2,38,1800,43,23.5,1001.9,19.4,0,E,1.2,Changping
30803,2016,9,4,10,124,125,4,40,2200,53,24.3,1002.1,19.4,0,ENE,1.7,Changping
30804,2016,9,4,11,133,133,5,40,2200,80,26.3,1001.7,19.7,0,ESE,1.7,Changping
30805,2016,9,4,12,128,128,4,39,2000,112,26.4,1001.5,19.3,0,ESE,1.8,Changping
30806,2016,9,4,13,111,111,4,33,1600,164,28.1,1000.6,18.2,0,S,2.3,Changping
30807,2016,9,4,14,105,114,4,31,1500,198,29.1,999.8,18.8,0,S,2.1,Changping
30808,2016,9,4,15,106,123,4,33,1700,219,28,999.2,18.7,0,SE,1.6,Changping
30809,2016,9,4,16,104,116,2,33,1600,209,27.7,999.5,18.7,0,E,1.3,Changping
30810,2016,9,4,17,94,107,2,31,1500,191,26.8,999.9,19.7,0,NW,1.6,Changping
30811,2016,9,4,18,84,109,2,45,1400,152,25.5,999.5,20.3,0.1,NNE,2.3,Changping
30812,2016,9,4,19,105,117,2,38,1500,134,24,999.7,20.1,0.1,ENE,0.7,Changping
30813,2016,9,4,20,122,122,2,36,1500,119,23.2,1000.9,20.3,0,N,1.4,Changping
30814,2016,9,4,21,116,116,2,36,1400,113,23.5,1000.9,19.8,0,NNW,0.3,Changping
30815,2016,9,4,22,106,106,2,31,1100,99,22.9,1001.9,18.4,0,ESE,2.2,Changping
30816,2016,9,4,23,48,48,2,15,600,120,21.9,1002.2,16.8,0,ESE,1.6,Changping
30817,2016,9,5,0,31,31,2,37,500,68,20.6,1002.6,17,0,S,0.9,Changping
30818,2016,9,5,1,32,32,2,24,500,76,20.4,1002.8,16.8,0,SSW,1,Changping
30819,2016,9,5,2,26,32,2,81,500,19,19.8,1002.3,16.8,0,W,0.8,Changping
30820,2016,9,5,3,34,34,2,87,600,6,19.3,1001.8,16.9,0,NNW,1,Changping
30821,2016,9,5,4,42,46,2,80,500,5,19.1,1002.2,16.9,0,E,1.9,Changping
30822,2016,9,5,5,36,36,2,29,400,40,18.3,1002.8,16.6,0,NW,1.4,Changping
30823,2016,9,5,6,38,42,2,44,500,22,17.3,1002.9,16.2,0,N,1.5,Changping
30824,2016,9,5,7,50,50,2,47,600,13,18.1,1003.1,16.3,0,NNW,1.3,Changping
30825,2016,9,5,8,52,61,2,61,700,5,20.3,1003,16.9,0,NW,1.2,Changping
30826,2016,9,5,9,59,62,2,55,700,16,23.1,1002.8,17.6,0,SW,0.6,Changping
30827,2016,9,5,10,40,42,4,49,700,23,25.6,1002.4,17,0,W,1.5,Changping
30828,2016,9,5,11,38,43,6,43,800,43,28,1002.1,14.3,0,W,2.5,Changping
30829,2016,9,5,12,15,15,2,20,400,66,29.6,1001.6,13.4,0,NW,4.2,Changping
30830,2016,9,5,13,12,12,2,15,300,77,30,1001.2,13.3,0,NNW,4.1,Changping
30831,2016,9,5,14,15,15,2,18,300,83,29.6,1000.7,13.4,0,WNW,2.5,Changping
30832,2016,9,5,15,12,12,2,17,300,85,29.7,1000,13,0,N,2,Changping
30833,2016,9,5,16,12,12,2,16,400,91,31.4,999.6,12.2,0,NW,2.4,Changping
30834,2016,9,5,17,12,12,2,23,300,86,31.2,999.6,12.1,0,NW,2.8,Changping
30835,2016,9,5,18,15,25,2,34,500,67,30.6,999.5,12.9,0,WNW,1.5,Changping
30836,2016,9,5,19,13,21,2,43,500,51,26.6,999.7,14.4,0,NNE,1.1,Changping
30837,2016,9,5,20,17,50,2,33,500,49,24.2,1000.5,14.9,0,NNW,2.1,Changping
30838,2016,9,5,21,21,32,2,28,500,45,23.3,1000.7,14.3,0,NNE,1.6,Changping
30839,2016,9,5,22,15,20,2,26,400,46,22.5,1000.8,13.6,0,N,1.5,Changping
30840,2016,9,5,23,11,16,2,20,400,49,22,1001,13.6,0,N,1.7,Changping
30841,2016,9,6,0,14,14,2,24,400,43,21.2,1001,13.4,0,NE,0.8,Changping
30842,2016,9,6,1,8,10,2,19,1200,35,20.8,1000.9,13.7,0,NNW,1.1,Changping
30843,2016,9,6,2,15,15,22,18,300,23,20.5,1001,13.9,0,NW,1.6,Changping
30844,2016,9,6,3,8,15,2,22,300,17,19.7,1001,14.1,0,WNW,1,Changping
30845,2016,9,6,4,10,18,2,41,400,4,19.4,1001,14.2,0,NNE,0.8,Changping
30846,2016,9,6,5,15,19,2,42,400,17,19.6,1000.7,14,0,NW,1.7,Changping
30847,2016,9,6,6,12,30,2,54,600,9,19.8,1001.1,13.7,0,NE,1.4,Changping
30848,2016,9,6,7,12,34,3,48,700,14,22.3,1001.3,13.4,0,N,2.5,Changping
30849,2016,9,6,8,12,37,8,42,700,18,25.1,1001.3,13.6,0,N,1.5,Changping
30850,2016,9,6,9,14,35,9,35,700,27,27.1,1001.2,13.1,0,NNE,2.8,Changping
30851,2016,9,6,10,11,37,13,34,800,30,26.7,1001.2,13.4,0,NNE,2.4,Changping
30852,2016,9,6,11,19,40,16,38,900,27,28.5,1000.9,13.2,0,N,1.6,Changping
30853,2016,9,6,12,12,26,8,33,700,37,28.9,1000.5,10.1,0,NW,3.3,Changping
30854,2016,9,6,13,7,9,4,23,500,61,30,999.7,9.5,0,WNW,3.4,Changping
30855,2016,9,6,14,8,29,4,25,500,65,31.6,998.9,9.8,0,WNW,3.1,Changping
30856,2016,9,6,15,7,7,3,24,400,69,31.1,998.1,10.4,0,W,2,Changping
30857,2016,9,6,16,8,11,3,24,400,71,31,997.5,10.4,0,WNW,2.5,Changping
30858,2016,9,6,17,6,26,2,35,500,60,29.7,997.6,10.8,0,NW,1.8,Changping
30859,2016,9,6,18,,,,,,,28.8,997.7,12.2,0,WSW,1.2,Changping
30860,2016,9,6,19,,,,,,,26.5,997.4,14.6,0,NNE,1.2,Changping
30861,2016,9,6,20,,,,,,,25,997.8,13.5,0,N,1.3,Changping
30862,2016,9,6,21,,,,,,,23.8,997.9,13.3,0,N,1.8,Changping
30863,2016,9,6,22,,,,,,,24.2,997.9,12.8,0,ENE,1.2,Changping
30864,2016,9,6,23,,,,,,,23.5,997.6,12.5,0,NNE,1.5,Changping
30865,2016,9,7,0,,,,,,,23.6,997.3,12.6,0,NE,1.2,Changping
30866,2016,9,7,1,,,,,,,22.1,997.2,12.9,0,NNW,1.1,Changping
30867,2016,9,7,2,,,,,,,21.8,997.2,13.2,0,NNW,1.6,Changping
30868,2016,9,7,3,,,,,,,21.4,997,13.1,0,N,1,Changping
30869,2016,9,7,4,,,,,,,20.9,996.9,13.3,0,NNE,0.8,Changping
30870,2016,9,7,5,,,,,,,20.2,997.3,13.6,0,W,0.6,Changping
30871,2016,9,7,6,,,,,,,21,997.8,16.2,0,E,0.9,Changping
30872,2016,9,7,7,,,,,,,20.4,998.2,15.6,0,NNW,1.5,Changping
30873,2016,9,7,8,,,,,,,22.2,998.5,16.2,0,N,0.9,Changping
30874,2016,9,7,9,47,115,2,60,900,21,24.7,998.5,16.4,0,SW,1.3,Changping
30875,2016,9,7,10,56,114,3,52,900,41,25.6,998.4,17.5,0,ESE,2.4,Changping
30876,2016,9,7,11,59,87,5,46,900,65,26.3,997.7,16.2,0,ESE,2.4,Changping
30877,2016,9,7,12,48,84,6,47,900,85,27.9,997.2,16.5,0,SSE,2.3,Changping
30878,2016,9,7,13,50,85,6,51,900,99,28.1,996.5,16.1,0,E,2.9,Changping
30879,2016,9,7,14,50,81,7,46,800,127,29.2,996,15.7,0,ESE,2.8,Changping
30880,2016,9,7,15,46,78,7,39,800,154,29.8,995.3,15.5,0,SE,2.7,Changping
30881,2016,9,7,16,34,75,5,31,800,180,29.7,995.1,15,0,E,3.2,Changping
30882,2016,9,7,17,,,,,,,27.4,995.5,15.7,0,NE,4.1,Changping
30883,2016,9,7,18,,,,,,,24.2,995.8,15.9,0.2,WNW,2.3,Changping
30884,2016,9,7,19,24,52,2,34,600,101,18.8,997.5,15.5,0.2,WNW,2.3,Changping
30885,2016,9,7,20,13,13,2,34,400,76,19.5,997.8,14.9,0,W,1.6,Changping
30886,2016,9,7,21,17,24,2,41,400,55,18.9,998.3,15.4,0,NW,1.7,Changping
30887,2016,9,7,22,21,23,2,30,400,59,18.5,998.2,15.7,0,NW,1.3,Changping
30888,2016,9,7,23,24,28,2,57,500,22,18.4,998.3,15.3,0,NNW,1.8,Changping
30889,2016,9,8,0,13,18,2,72,400,2,17.9,998.4,15.3,0,NNW,1.3,Changping
30890,2016,9,8,1,10,10,2,60,1200,2,17.1,997.8,14.7,0,NW,1.1,Changping
30891,2016,9,8,2,12,20,26,45,200,2,17,997.8,14.1,0,N,1.4,Changping
30892,2016,9,8,3,12,12,3,41,300,2,17,997.4,13.5,0,NNE,1.4,Changping
30893,2016,9,8,4,9,9,3,38,300,18,16.9,997.2,13,0,NW,1.4,Changping
30894,2016,9,8,5,9,20,2,58,400,9,16.7,997.6,13.2,0,NW,1.4,Changping
30895,2016,9,8,6,14,34,2,64,600,2,16.5,997.9,13.2,0,NNW,0.7,Changping
30896,2016,9,8,7,18,52,3,58,800,2,19.8,998.2,13.3,0,W,0.6,Changping
30897,2016,9,8,8,23,61,4,60,1000,2,20.6,998.6,14,0,S,1.3,Changping
30898,2016,9,8,9,19,51,6,58,800,10,23.7,998.7,14.9,0,S,1.3,Changping
30899,2016,9,8,10,17,43,7,50,700,32,27,998.7,11.1,0,WNW,4.9,Changping
30900,2016,9,8,11,14,14,8,28,600,67,28.4,998.3,11,0,WNW,3.7,Changping
30901,2016,9,8,12,13,23,6,23,600,74,29.6,997.7,9.7,0,WNW,3.3,Changping
30902,2016,9,8,13,8,8,5,17,500,81,30.6,997.2,7.7,0,WNW,3.6,Changping
30903,2016,9,8,14,11,13,5,17,500,85,31,996.8,6.8,0,WNW,3.4,Changping
30904,2016,9,8,15,6,14,6,20,500,89,31.4,996.4,5.7,0,WNW,3.4,Changping
30905,2016,9,8,16,5,19,6,18,500,91,31.9,996,6.1,0,WNW,2.7,Changping
30906,2016,9,8,17,7,26,5,31,600,81,31.6,996.1,6.6,0,WNW,2.8,Changping
30907,2016,9,8,18,12,37,4,37,600,75,29.4,996.4,9,0,WSW,1.9,Changping
30908,2016,9,8,19,16,47,3,67,700,34,26.3,996.9,10.4,0,NNW,1.5,Changping
30909,2016,9,8,20,25,63,3,58,800,32,23.9,997.7,10.2,0,N,1.2,Changping
30910,2016,9,8,21,17,36,2,29,700,50,22.1,998.3,10.6,0,NW,1.4,Changping
30911,2016,9,8,22,13,24,2,26,600,51,21.8,998.6,9.7,0,N,1.8,Changping
30912,2016,9,8,23,10,20,2,25,500,52,21,998.7,9.3,0,NNE,1.2,Changping
30913,2016,9,9,0,10,20,2,18,500,59,19.8,998.9,9.9,0,NW,0.7,Changping
30914,2016,9,9,1,15,19,2,23,500,50,18.3,999.1,10.4,0,NNW,1,Changping
30915,2016,9,9,2,10,18,2,26,500,45,18.2,999.2,10.6,0,NW,1.6,Changping
30916,2016,9,9,3,13,25,3,65,600,8,17.5,999,10.6,0,NE,1.2,Changping
30917,2016,9,9,4,14,14,2,31,500,40,17.7,999.1,10.6,0,NNW,1.6,Changping
30918,2016,9,9,5,13,19,2,49,600,21,17.2,999.2,10.3,0,E,0.4,Changping
30919,2016,9,9,6,12,25,3,36,600,31,19.6,999.8,8.6,0,NNE,1.8,Changping
30920,2016,9,9,7,15,47,12,48,800,21,20.8,1000.2,9.1,0,NNW,1.6,Changping
30921,2016,9,9,8,18,50,15,47,1000,21,24.1,1000.3,10,0,NW,1.4,Changping
30922,2016,9,9,9,10,42,13,36,800,30,25.7,1000.6,8.2,0,NE,2.4,Changping
30923,2016,9,9,10,8,35,10,28,800,38,27.2,1000.8,8.6,0,WNW,1.1,Changping
30924,2016,9,9,11,10,23,7,26,700,42,28.4,1000.5,9.1,0,WNW,3.2,Changping
30925,2016,9,9,12,14,29,7,22,800,51,29.4,999.9,9.5,0,WNW,2.8,Changping
30926,2016,9,9,13,12,16,6,19,700,62,29.9,999.6,9.9,0,WNW,3.4,Changping
30927,2016,9,9,14,9,23,6,16,700,71,30.7,999.2,10.6,0,W,3.5,Changping
30928,2016,9,9,15,8,28,7,22,700,73,31.2,998.9,10,0,WNW,2.2,Changping
30929,2016,9,9,16,10,30,6,16,700,84,31.6,998.5,10.9,0,W,2.1,Changping
30930,2016,9,9,17,13,25,5,17,700,80,30.7,998.5,10.1,0,NNW,1.4,Changping
30931,2016,9,9,18,9,30,4,19,700,69,29.8,998.8,12.2,0,N,0.9,Changping
30932,2016,9,9,19,13,56,3,43,900,40,26.3,999.2,14.1,0,NNE,0.7,Changping
30933,2016,9,9,20,16,52,3,36,800,39,24.5,1000,13.4,0,NNW,1.9,Changping
30934,2016,9,9,21,12,30,3,33,700,34,23.1,1000.3,12.4,0,N,1.1,Changping
30935,2016,9,9,22,10,17,2,29,600,38,23,1000.5,10.4,0,N,2.1,Changping
30936,2016,9,9,23,8,12,2,37,500,32,22,1001,9.5,0,NNW,1.6,Changping
30937,2016,9,10,0,12,17,2,47,500,20,21.8,1001.2,9,0,WNW,1,Changping
30938,2016,9,10,1,8,20,3,56,1500,4,20.8,1001.2,9.7,0,NNW,1,Changping
30939,2016,9,10,2,4,6,24,18,400,24,21.9,1001.1,8.4,0,NNE,1.2,Changping
30940,2016,9,10,3,7,11,2,26,200,17,19.3,1001,10,0,NW,1.6,Changping
30941,2016,9,10,4,12,24,2,47,300,2,19.4,1001.2,9.6,0,NW,1.6,Changping
30942,2016,9,10,5,10,14,2,25,200,30,18.5,1001.5,9.3,0,NNW,1.4,Changping
30943,2016,9,10,6,6,19,2,27,300,36,20.2,1002,8.8,0,NNW,1.9,Changping
30944,2016,9,10,7,6,34,7,36,500,28,21.7,1002.3,8.6,0,NNE,1.9,Changping
30945,2016,9,10,8,14,44,17,40,800,22,23.2,1002.5,10.3,0,NNW,1.5,Changping
30946,2016,9,10,9,16,52,19,40,900,23,25.3,1002.6,10.3,0,NNW,2.4,Changping
30947,2016,9,10,10,17,35,14,29,700,34,26.9,1002.4,10.1,0,NNE,1.9,Changping
30948,2016,9,10,11,12,45,9,33,600,45,28.2,1002,10.8,0,NW,1.5,Changping
30949,2016,9,10,12,18,55,8,42,600,52,28.7,1001.5,11.3,0,N,1.4,Changping
30950,2016,9,10,13,16,43,8,37,600,60,29,1000.6,10.6,0,SSE,1.9,Changping
30951,2016,9,10,14,15,37,6,31,500,75,29.9,1000.2,11.9,0,SW,1.6,Changping
30952,2016,9,10,15,14,45,5,28,600,91,30.2,999.5,12.1,0,SW,2,Changping
30953,2016,9,10,16,11,35,4,24,500,101,30.1,999.3,11.6,0,SSW,3,Changping
30954,2016,9,10,17,11,43,2,24,500,111,29.5,999.6,11.1,0,SSW,2.5,Changping
30955,2016,9,10,18,15,43,2,41,600,97,27.9,999.7,12.3,0,SSW,2,Changping
30956,2016,9,10,19,24,75,2,61,700,85,26.4,1000.1,12.5,0,SSW,1.8,Changping
30957,2016,9,10,20,20,74,2,77,600,56,25.9,1001.2,12.7,0,SSE,1.2,Changping
30958,2016,9,10,21,27,69,2,84,700,37,24.1,1001.6,13.3,0,ENE,1.2,Changping
30959,2016,9,10,22,24,53,2,45,500,57,23.6,1001.9,12.9,0,ENE,0.5,Changping
30960,2016,9,10,23,16,40,2,37,500,60,23.2,1001.9,13.1,0,ENE,1.9,Changping
30961,2016,9,11,0,16,44,2,31,400,71,22.4,1002.3,14,0,N,2,Changping
30962,2016,9,11,1,14,32,2,28,400,72,22.2,1002.5,14.3,0,N,1.4,Changping
30963,2016,9,11,2,18,33,2,32,400,66,21.2,1002.2,15.5,0,NNW,1.6,Changping
30964,2016,9,11,3,19,54,2,76,400,22,21.3,1003.1,15.6,0,ESE,2.3,Changping
30965,2016,9,11,4,27,44,2,16,600,94,18.9,1004.3,16.3,0,SE,1.6,Changping
30966,2016,9,11,5,27,32,2,15,600,60,18.6,1004.7,16.7,0.5,WSW,0.6,Changping
30967,2016,9,11,6,29,29,2,44,700,30,18.4,1004.7,16.9,0.1,NNW,1,Changping
30968,2016,9,11,7,34,34,2,70,700,6,18.6,1004.8,17.1,0,NW,1.1,Changping
30969,2016,9,11,8,34,34,2,51,600,14,20.4,1005.2,17.2,0,ENE,1,Changping
30970,2016,9,11,9,27,27,2,19,500,65,22.4,1005.7,16.4,0,SE,1.6,Changping
30971,2016,9,11,10,24,24,2,18,600,81,22.4,1005.8,16.7,0,NNE,1.6,Changping
30972,2016,9,11,11,26,26,2,14,700,90,23.5,1005.4,16.3,0,N,1.4,Changping
30973,2016,9,11,12,22,28,2,16,700,108,24.9,1004.8,16.6,0,ESE,2.5,Changping
30974,2016,9,11,13,19,19,2,13,600,123,25.6,1004.6,15.3,0,ESE,3,Changping
30975,2016,9,11,14,11,11,2,14,500,141,24.6,1004.2,14.4,0,SE,2.7,Changping
30976,2016,9,11,15,16,24,2,15,500,137,22.7,1004.2,16.5,0,NNE,2.3,Changping
30977,2016,9,11,16,14,29,2,19,500,105,22.1,1004.4,16.6,0,NE,2.4,Changping
30978,2016,9,11,17,19,25,2,23,500,94,23,1005,16.1,0,NNE,1.6,Changping
30979,2016,9,11,18,20,29,2,33,500,81,22.7,1005.5,16.3,0,NNW,0.9,Changping
30980,2016,9,11,19,21,33,2,34,600,67,21.9,1006.1,16.8,0,W,1.9,Changping
30981,2016,9,11,20,24,43,2,38,600,69,21.1,1006.7,17.1,0,NE,0.7,Changping
30982,2016,9,11,21,19,22,2,19,500,83,20.2,1007.1,17.2,0,NW,1,Changping
30983,2016,9,11,22,20,35,2,27,500,38,19.8,1007.6,16.6,0,N,1.2,Changping
30984,2016,9,11,23,24,33,2,51,500,19,19.9,1008,16.5,0,WSW,0.5,Changping
30985,2016,9,12,0,30,40,2,73,600,2,19.7,1007.9,16.7,0,NW,1,Changping
30986,2016,9,12,1,25,29,2,33,1200,11,19.1,1008,16.5,0,NE,0.8,Changping
30987,2016,9,12,2,21,26,23,17,200,14,19.3,1008.1,16.5,0,NNW,1.1,Changping
30988,2016,9,12,3,26,26,2,14,600,21,18.4,1008.4,16.4,0,N,1,Changping
30989,2016,9,12,4,24,27,2,27,500,6,18.4,1008.4,16.6,0,W,0.5,Changping
30990,2016,9,12,5,33,46,2,49,700,2,17.9,1008.4,16.2,0,NNE,0.6,Changping
30991,2016,9,12,6,30,30,2,40,900,2,18.1,1008.9,15.9,0,E,1.2,Changping
30992,2016,9,12,7,29,45,2,34,1000,5,18.1,1009.1,16.1,0,ENE,0.7,Changping
30993,2016,9,12,8,40,54,2,45,1100,2,20.1,1009.2,16.5,0,W,0.9,Changping
30994,2016,9,12,9,44,56,3,47,1000,13,22,1009.3,15.8,0,NNW,1.5,Changping
30995,2016,9,12,10,25,26,2,27,800,43,23.7,1009.3,16.2,0,E,1.2,Changping
30996,2016,9,12,11,28,28,2,31,800,50,24.8,1008.7,15.4,0,SW,1.2,Changping
30997,2016,9,12,12,25,25,3,22,700,70,25.5,1008.2,15.5,0,S,2.3,Changping
30998,2016,9,12,13,19,24,3,24,700,80,26.9,1007.6,15,0,SSE,2.3,Changping
30999,2016,9,12,14,16,25,2,20,600,94,26.7,1007,15.4,0,SSE,1.8,Changping
31000,2016,9,12,15,21,29,2,18,600,109,27.6,1006.5,14.9,0,ESE,2.1,Changping
31001,2016,9,12,16,18,18,2,,600,122,27,1006.5,14.4,0,SE,1.8,Changping
31002,2016,9,12,17,17,41,2,,700,126,26.6,1006.6,15.6,0,SSW,2.3,Changping
31003,2016,9,12,18,21,43,2,,800,136,25.8,1006.7,15.2,0,SSE,1.7,Changping
31004,2016,9,12,19,27,53,2,,800,124,25.2,1007.3,15.2,0,E,1.1,Changping
31005,2016,9,12,20,32,70,2,,800,111,24.5,1008.6,15.4,0,NE,1.3,Changping
31006,2016,9,12,21,30,55,2,,900,121,23.4,1009,16.2,0,NE,1.2,Changping
31007,2016,9,12,22,33,62,2,,900,123,22.7,1009.2,16.5,0,ESE,2.4,Changping
31008,2016,9,12,23,46,46,2,,1000,96,22,1009.3,16.9,0,N,1.3,Changping
31009,2016,9,13,0,51,51,2,,1000,56,20.6,1009.2,17,0,NNW,1.4,Changping
31010,2016,9,13,1,37,37,2,,700,57,20.7,1009,16.5,0,N,0.6,Changping
31011,2016,9,13,2,36,41,2,,800,34,19.8,1009.1,16.6,0,NNW,0.9,Changping
31012,2016,9,13,3,49,53,2,,900,3,19.5,1009.2,16.7,0,NNW,1.1,Changping
31013,2016,9,13,4,47,47,2,,800,33,18.5,1009.2,16.7,0,N,1.6,Changping
31014,2016,9,13,5,43,43,2,,800,18,19.3,1009.4,16.5,0,NNW,0.9,Changping
31015,2016,9,13,6,47,47,2,,800,24,19.6,1009.9,16.6,0,NW,1.2,Changping
31016,2016,9,13,7,66,66,2,,1100,25,19.7,1010.1,17.1,0,NNW,1,Changping
31017,2016,9,13,8,56,57,2,,1200,21,20.7,1010.2,17.7,0,WNW,0.9,Changping
31018,2016,9,13,9,76,78,2,,1400,29,21.5,1010.4,17.7,0,ESE,1.2,Changping
31019,2016,9,13,10,84,84,4,28,1600,49,23.1,1010.4,17.8,0,SE,1.6,Changping
31020,2016,9,13,11,94,94,5,28,1400,81,23.5,1010,17.5,0,NW,1.2,Changping
31021,2016,9,13,12,100,100,3,27,1300,107,24.5,1009.6,18.2,0,ESE,1.6,Changping
31022,2016,9,13,13,92,92,3,29,1300,139,25.5,1008.9,18.2,0,SSE,2.5,Changping
31023,2016,9,13,14,100,100,3,29,1300,163,26.3,1007.8,18.2,0,SSE,2.3,Changping
31024,2016,9,13,15,106,106,3,33,,176,26.8,1007.1,18.4,0,SE,1.5,Changping
31025,2016,9,13,16,114,114,3,38,,177,26.4,1006.9,18.5,0,SE,2.1,Changping
31026,2016,9,13,17,119,127,3,47,1600,163,26,1007,18.4,0,SE,2.5,Changping
31027,2016,9,13,18,117,124,3,46,1600,160,25.6,1007.3,18.3,0,ESE,1.3,Changping
31028,2016,9,13,19,116,121,2,48,1600,131,24.7,1007.4,18.4,0,ENE,1.2,Changping
31029,2016,9,13,20,129,129,2,47,1600,112,23.2,1007.7,18.3,0,ENE,0.8,Changping
31030,2016,9,13,21,126,126,2,41,1600,90,21.8,1008.5,18.4,0,NNW,1.8,Changping
31031,2016,9,13,22,123,123,2,45,1600,60,21.5,1008.6,18.1,0,NW,0.7,Changping
31032,2016,9,13,23,120,120,2,34,1500,59,20.5,1008.9,18.1,0,NNW,1.6,Changping
31033,2016,9,14,0,124,124,2,29,1300,61,20.8,1008.8,18,0,E,1.1,Changping
31034,2016,9,14,1,122,122,2,33,2000,34,20,1008.7,17.8,0,NNW,1.5,Changping
31035,2016,9,14,2,119,119,23,47,900,3,19.6,1008.6,17.7,0,NNW,0.7,Changping
31036,2016,9,14,3,112,112,2,24,1000,16,18.9,1008.4,17.4,0,NNW,1.4,Changping
31037,2016,9,14,4,106,106,2,23,800,19,18.8,1008.2,17.5,0,NW,1,Changping
31038,2016,9,14,5,103,103,2,68,1100,2,18.4,1008.3,17.1,0,NW,0.6,Changping
31039,2016,9,14,6,100,100,2,71,1500,2,18.9,1008.5,17.2,0,N,0.8,Changping
31040,2016,9,14,7,109,109,2,64,1500,2,19.4,1008.8,17.5,0,N,1.3,Changping
31041,2016,9,14,8,117,117,2,60,1600,9,20.3,1008.9,17.9,0,NNW,1.3,Changping
31042,2016,9,14,9,120,120,2,41,1500,38,22.1,1008.9,17.5,0,W,1.3,Changping
31043,2016,9,14,10,116,116,2,39,1500,67,23.075,1009,18.1,0,NW,1.4,Changping
31044,2016,9,14,11,122,122,2,44,1500,89,24.85,1008.25,18.2,0,SW,1.7,Changping
31045,2016,9,14,12,110,110,2,40,1400,120,25.975,1008,18,0,S,2.2,Changping
31046,2016,9,14,13,110,115,3,33,1300,175,27,1006.8,19.1,0,SSW,1.3,Changping
31047,2016,9,14,14,109,109,3,30,1400,204,28.3,1005.9,18.1,0,SSE,2.1,Changping
31048,2016,9,14,15,102,102,5,31,1400,225,,,,,SE,1.7,Changping
31049,2016,9,14,16,73,83,5,24,1100,225,29.2,1005,17.8,0,SE,1.8,Changping
31050,2016,9,14,17,61,80,3,24,1000,202,28.95,1005,17.5,0,SE,2.9,Changping
31051,2016,9,14,18,61,99,3,28,1000,177,27.85,1005.25,17.2,0,NW,5.5,Changping
31052,2016,9,14,19,38,79,2,41,900,94,21.6,1006.25,18.5,5.8,NW,2.7,Changping
31053,2016,9,14,20,30,30,2,50,900,54,20.35,1006.25,18,0,NW,1.8,Changping
31054,2016,9,14,21,38,38,2,34,900,50,20.2,1007,18.1,0,NW,1.6,Changping
31055,2016,9,14,22,36,36,2,33,800,51,20.125,1007,17.7,0,NE,0.7,Changping
31056,2016,9,14,23,35,35,2,29,800,41,19.95,1007,17.4,0,,0.5,Changping
31057,2016,9,15,0,35,35,2,71,800,4,19.35,1006.5,17.4,0,NW,1.5,Changping
31058,2016,9,15,1,33,33,2,36,700,33,19.475,1007,16.7,0,NW,1.2,Changping
31059,2016,9,15,2,28,28,2,31,600,36,19.275,1007,15.9,0,NW,0.9,Changping
31060,2016,9,15,3,25,25,2,41,600,26,18.75,1006.75,16.1,0,NW,1.1,Changping
31061,2016,9,15,4,28,28,2,62,700,11,18.375,1006,15.9,0,,0.1,Changping
31062,2016,9,15,5,26,28,2,40,600,21,18,1006.2,16,0,NE,0.6,Changping
31063,2016,9,15,6,27,27,2,32,600,31,17.8,1006.5,15.1,0,N,1.8,Changping
31064,2016,9,15,7,26,36,2,31,600,29,18.4,1007,16,0,WNW,0.7,Changping
31065,2016,9,15,8,33,50,2,44,700,19,21.2,1007.2,15.9,0,N,0.7,Changping
